StudentID,StudentName,Grade,CourseID,CourseName,SectionID,Period,Slots,TeacherID,TeacherName,RoomID,RoomName
29120,,0,B1006,Cultural Studies,B1006.1,6,B1;C4;E2,32,,,
29120,,0,H1001,English 10,H1001.4,8,B3;D1;E5,15,,,
29120,,0,E1001,Physical Education and Health 10,E1001.3,2,A2;B5;D3,12,,,
29120,,0,A1006,Chemistry 10,A1006.3,7,B2;C5;E4,7,,,
29120,,0,B1001,Social Sciences 10,B1001.7,5,A5;C3;E1,26,,,
29120,,0,I1003,Geometry,I1003.4,1,A1;B4;D2,42,,,
29120,,0,G1004,AP Spanish Language and Culture,G1004.6,4,A4;C2;D5,48,,,
29120,,0,ADVHS01,Advisory HS,ADVHS01.24,9,E3,37,,,
29120,,0,OC1310,Painting II,OC1310.3,3,A3;C1;D4,46,,,
30153,,0,J0901,Technology 9,J0901.2,3,A3;C1;D4,21,,,
30153,,0,C0904,Band Level I,C0904.2,2,A2;B5;D3,3,,,
30153,,0,E0901,Physical Education and Health 9,E0901.5,7,B2;C5;E4,9,,,
30153,,0,A0901,Biology 9,A0901.6,4,A4;C2;D5,49,,,
30153,,0,H0904,English 9,H0904.5,1,A1;B4;D2,15,,,
30153,,0,B0901,Social Studies 9,B0901.1,5,A5;C3;E1,32,,,
30153,,0,G0901,Español & Literatura 9,G0901.7,8,B3;D1;E5,48,,,
30153,,0,I1003,Geometry,I1003.1,6,B1;C4;E2,35,,,
30153,,0,ADVHS01,Advisory HS,ADVHS01.34,9,E3,47,,,
26041,,0,OH1501,Journalism Higher Level,OH1501.2,7,B2;C5;E4,43,,,
26041,,0,A1204,Environmental Science,A1204.3,8,B3;D1;E5,13,,,
26041,,0,L1304,Life Purpose,L1304.4,2,A2;B5;D3,33,,,
26041,,0,J1203,Tech. and Innovation for Social Change,J1203.5,1,A1;B4;D2,22,,,
26041,,0,OI1305,Calculus,OI1305.4,6,B1;C4;E2,44,,,
26041,,0,G1201,Español & Literatura 12,G1201.6,4,A4;C2;D5,36,,,
26041,,0,E1201,Physical Education and Health 12,E1201.6,3,A3;C1;D4,30,,,
26041,,0,ADVHS01,Advisory HS,ADVHS01.36,9,E3,49,,,
29153,,0,VHS0052,Spanish Film, Art, and Literature,VHS0052.1,8,B3;D1;E5,25,,,
29153,,0,H1206,AP English Language & Composition,H1206.1,3,A3;C1;D4,19,,,
29153,,0,OZ1323,AP Human Geography,OZ1323.3,6,B1;C4;E2,45,,,
29153,,0,OI1003,Algebra II,OI1003.1,2,A2;B5;D3,4,,,
29153,,0,E1001,Physical Education and Health 10,E1001.1,5,A5;C3;E1,12,,,
29153,,0,A1006,Chemistry 10,A1006.7,4,A4;C2;D5,38,,,
29153,,0,B1001,Social Sciences 10,B1001.2,7,B2;C5;E4,25,,,
29153,,0,ADVHS01,Advisory HS,ADVHS01.20,9,E3,33,,,
27120,,0,I1208,AP Calculus BC,I1208.1,4,A4;C2;D5,44,,,
27120,,0,OA1317,AP Chemistry,OA1317.1,6,B1;C4;E2,38,,,
27120,,0,OH1501,Journalism Higher Level,OH1501.2,7,B2;C5;E4,43,,,
27120,,0,L1301,AP Psychology,L1301.2,3,A3;C1;D4,33,,,
27120,,0,J1203,Tech. and Innovation for Social Change,J1203.2,2,A2;B5;D3,20,,,
27120,,0,G1201,Español & Literatura 12,G1201.2,8,B3;D1;E5,6,,,
27120,,0,E1201,Physical Education and Health 12,E1201.1,1,A1;B4;D2,30,,,
27120,,0,ADVHS01,Advisory HS,ADVHS01.27,9,E3,41,,,
30001,,0,J0903,FRC 9,J0903.3,3,A3;C1;D4,20,,,
30001,,0,C0904,Band Level I,C0904.1,6,B1;C4;E2,3,,,
30001,,0,E0901,Physical Education and Health 9,E0901.1,5,A5;C3;E1,9,,,
30001,,0,A0901,Biology 9,A0901.3,8,B3;D1;E5,49,,,
30001,,0,H0904,English 9,H0904.1,7,B2;C5;E4,29,,,
30001,,0,B0901,Social Studies 9,B0901.4,1,A1;B4;D2,34,,,
30001,,0,G0901,Español & Literatura 9,G0901.1,2,A2;B5;D3,28,,,
30001,,0,I1003,Geometry,I1003.5,4,A4;C2;D5,42,,,
30001,,0,ADVHS01,Advisory HS,ADVHS01.19,9,E3,32,,,
28073,,0,H1206,AP English Language & Composition,H1206.1,3,A3;C1;D4,19,,,
28073,,0,L1301,AP Psychology,L1301.1,5,A5;C3;E1,33,,,
